Sequence_ID	KAN4049539.1	KAN4049538.1	KAN4049537.1	KAN4049536.1	KAN4028371.1	KAN4028370.1	KAN4028369.1	KAN4028368.1	KAN4028367.1	KAN4028366.1	KAN4028365.1	KAN4028364.1	KAN4020167.1	KAN4019825.1	KAN4019824.1	KAN3988656.1	KAN3988622.1	KAN3988621.1	KAN3988620.1	KAN3937019.1	KAN3909434.1	KAN3898344.1	KAN3815460.1	KAN3796834.1	KAN3796733.1	KAN3276177.1	KAN3244679.1	KAN3244455.1	KAN1728004.1	KAN1727817.1	XP_081252512.1	XP_081251926.1	XP_081251925.1	XP_081279448.1	XP_081279447.1	XP_081279446.1	XP_081279445.1	XP_081279444.1	XP_080421443.1	XP_080457172.1	XP_080489744.1	XP_080489380.1	XP_080478064.1	XP_080478071.1	XP_080478070.1	XP_080478069.1	XP_080478068.1	XP_080478067.1	XP_080478066.1	XP_080478065.1	XP_080478063.1	XP_080226139.1	XP_080226138.1	XP_080225761.1	XP_080225760.1	XP_080255093.1	XP_080255092.1	XP_080216133.1	XP_080215990.1	XP_080202477.1	XP_079403352.1	XP_079395065.1	XP_079184151.1	XP_079167338.1	XP_079167337.1	XP_079167336.1	XP_079167335.1	XP_079167334.1	XP_079054589.1	XP_079054588.1	XP_079054587.1	XP_079064106.1	XP_079064077.1	KAM9657203.1	KAM9656907.1	KAM9656906.1	KAM9629049.1	KAM9629048.1	KAM9629047.1	KAM9629046.1	KAM9629045.1	KAM9629044.1	KAM9549035.1	KAM9549034.1	KAM9549033.1	KAM9549032.1	KAM9549031.1	KAM9549030.1	KAM9549029.1	KAM9520985.1	KAM9520627.1	KAM9380728.1	KAM9368738.1	KAM9287290.1	KAM9284415.1	KAM9267304.1	KAM9267244.1	KAM9255269.1	KAM9255060.1	KAM9236084.1	KAM9215082.1	KAM9188857.1	KAM9174645.1	KAM9010565.1	KAM9010564.1	KAM9010563.1	KAM9010562.1	KAM9010561.1	KAM9010560.1	KAM9010559.1	KAM9010558.1	KAM9010557.1	KAM8988953.1	KAM8988543.1	KAM8806775.1	KAM8795385.1	KAM8795200.1	KAM7097051.1	KAM7097050.1	KAM7097049.1	KAM7082031.1	KAM7074423.1	KAM7048750.1	KAM7048749.1	KAM7048748.1	KAM7048747.1	KAM7048746.1	KAM7048745.1	KAM7048744.1	KAM7029977.1	KAM7029976.1	KAM7029824.1	KAM7017246.1	KAM6993681.1	KAM6993576.1	KAM6421179.1	KAM6421178.1	KAM6421177.1	KAM6399256.1	KAM6397452.1	KAM6397451.1	KAM6368541.1	KAM6348312.1	KAM6334097.1	KAM6334096.1	KAM6334095.1	KAM6334094.1	KAM6333948.1	KAM6332697.1	KAM6332696.1	KAM6312410.1	KAM6312155.1	KAM6307105.1	KAM6295428.1	KAM6295375.1	KAM6268683.1	KAM6268682.1	KAM6268681.1	KAM6260583.1	KAM6238621.1	KAM6234076.1	KAM6234075.1	KAM6234074.1	KAM6234073.1	KAM6234072.1	KAM6200806.1	KAM6189981.1	KAM6189741.1	KAM6131972.1	KAM6129456.1	KAM6114929.1	KAM6107986.1	KAM6107800.1	KAM6079057.1	KAM6079056.1	KAM6079055.1	KAM6071054.1	KAM6071053.1	KAM6042744.1	KAM6042490.1	KAM6042489.1	KAM6042488.1	KAM6042305.1	KAM6042101.1	KAM4897387.1	KAM4884552.1	KAM4884515.1	KAM4776468.1	KAM4756934.1	KAM4756933.1	KAM4756552.1	KAM4669087.1	KAM4669086.1	KAM4669085.1	KAM4645386.1	KAM4645123.1	XP_021390439.2	XP_021390438.2	XP_021390437.2	XP_077644499.1
XP_079054589.1	96.32	96.32	96.32	96.32	97.54	97.54	97.06	93.02	86.90	96.66	96.66	96.66	57.72	32.97	32.97	55.89	30.18	30.18	30.18	95.99	58.05	32.60	94.65	58.05	30.51	95.99	57.38	32.48	32.97	59.06	58.39	33.33	33.33	93.84	85.77	85.77	95.99	95.99	58.72	93.65	57.38	34.09	93.75	84.85	93.65	93.65	93.65	93.65	93.65	88.40	93.65	57.38	57.38	34.07	34.07	95.32	95.32	32.72	57.72	93.65	58.05	94.31	57.05	95.67	95.99	95.99	88.98	95.99	100.00	92.00	100.00	33.70	59.06	57.72	33.33	33.33	95.99	95.99	95.99	95.99	95.99	95.99	94.31	94.31	94.31	94.31	94.31	94.31	94.31	32.58	58.05	93.98	57.72	95.32	95.99	32.60	58.05	58.05	32.23	96.32	57.72	93.98	58.39	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.31	58.05	32.58	94.31	35.69	54.98	96.99	96.99	91.97	58.05	32.23	96.57	92.56	95.32	95.32	95.32	89.20	95.32	56.23	56.23	29.71	96.99	30.07	55.70	95.99	89.20	95.99	55.70	97.82	96.32	58.39	95.65	24.90	34.23	32.60	24.90	57.38	95.32	95.32	35.77	59.40	94.98	32.36	57.72	94.65	88.40	94.65	96.66	57.38	57.72	57.72	57.72	42.16	39.29	95.99	58.39	32.23	95.32	95.32	57.72	59.06	32.23	94.65	94.65	94.65	94.31	94.31	33.70	48.59	58.72	39.91	58.39	33.70	96.32	30.18	55.56	97.32	29.09	17.62	56.57	93.31	93.31	93.31	32.20	57.38	97.32	97.32	97.32	30.18
XP_079054588.1	90.00	90.00	91.50	91.50	97.30	97.30	96.92	93.73	89.12	90.00	90.00	91.18	52.79	31.94	31.94	51.32	30.90	30.90	30.90	91.50	52.46	32.29	90.20	53.11	30.42	91.50	52.46	32.18	32.29	52.79	53.11	32.64	32.64	94.38	89.20	89.20	90.00	91.18	53.44	89.54	51.80	34.05	93.94	87.46	88.40	88.40	88.40	88.40	88.40	94.44	89.54	52.13	52.13	32.99	32.99	89.20	90.85	31.47	52.13	89.22	53.11	89.87	51.80	97.06	90.00	90.00	97.06	91.50	92.00	100.00	93.46	34.03	54.10	53.11	32.29	32.29	89.60	89.60	82.33	91.18	81.14	81.14	88.40	88.40	88.40	88.40	88.40	88.40	89.54	33.69	53.11	90.20	52.79	91.18	91.50	31.94	53.11	52.79	32.29	91.18	53.44	89.54	53.11	88.40	88.40	88.40	88.40	88.40	88.40	88.40	88.40	89.54	53.11	33.69	89.54	33.33	52.35	86.03	91.50	73.06	52.79	31.60	96.92	93.73	89.20	89.20	89.20	96.08	90.85	51.32	51.32	31.83	91.83	30.80	51.15	90.00	96.08	91.50	51.80	97.54	91.83	52.46	91.83	28.31	33.66	32.29	28.31	52.46	89.60	91.18	34.95	54.10	90.52	32.64	53.44	88.40	95.75	90.20	91.50	52.46	52.13	52.13	52.13	42.51	41.67	91.50	53.11	32.29	91.18	90.85	52.46	54.75	31.94	88.40	88.40	90.20	89.60	91.18	31.94	45.49	52.79	42.06	52.79	31.60	91.50	31.94	51.32	91.50	30.90	17.39	51.97	87.60	87.60	88.56	32.26	52.46	90.40	90.40	91.50	30.21
XP_079054587.1	96.32	96.32	96.62	96.62	97.30	97.30	96.92	93.73	88.77	96.66	96.66	96.62	54.24	32.52	32.52	52.69	29.61	29.61	29.61	96.06	54.52	32.52	94.93	55.08	29.97	96.34	53.95	31.52	32.22	55.37	54.80	32.83	32.83	94.38	87.80	87.80	95.99	96.06	55.08	94.37	53.95	33.44	93.94	86.76	93.65	93.65	93.65	93.65	93.65	89.54	93.80	53.95	53.95	33.13	33.13	95.32	95.77	31.71	53.95	94.08	54.80	94.65	53.67	95.67	95.99	95.99	90.65	96.34	100.00	93.46	100.00	34.35	56.21	54.24	32.83	32.83	95.99	95.99	89.16	96.34	87.86	87.86	94.31	94.31	94.31	94.31	94.31	94.31	94.37	32.50	55.08	94.65	54.24	95.77	96.34	32.22	54.80	54.52	32.22	96.34	54.24	94.65	54.80	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.31	94.37	55.08	32.50	94.65	34.46	53.03	92.83	96.90	81.21	54.80	31.91	96.92	93.73	95.32	95.32	95.32	90.85	95.77	52.97	52.97	29.82	97.18	29.52	52.54	95.99	90.85	96.34	52.82	97.54	96.34	54.80	96.06	26.21	33.66	32.52	26.21	53.95	95.32	95.77	34.85	55.93	95.49	32.02	54.52	94.65	90.20	95.21	96.90	53.95	54.24	54.24	54.24	40.77	38.57	96.34	55.08	32.22	95.77	95.77	54.52	56.21	31.91	94.65	94.65	95.21	94.31	94.93	32.83	45.49	55.08	39.07	54.80	32.52	96.62	29.91	52.41	97.18	29.31	17.62	53.26	93.31	93.31	93.24	31.56	54.52	97.32	97.32	97.18	29.31
XP_079064106.1	32.97	32.97	34.04	34.04	37.14	37.14	36.99	35.41	33.83	33.70	33.70	34.65	33.54	80.99	80.99	34.15	57.57	57.57	57.57	34.35	33.54	78.07	34.35	34.45	69.62	34.35	33.54	73.98	78.07	34.15	34.45	79.82	79.82	35.57	32.50	32.50	33.33	34.35	34.76	34.65	34.15	63.55	36.00	33.21	34.07	34.07	34.07	34.07	34.07	34.03	34.65	33.84	33.83	78.30	78.30	33.70	34.65	70.59	35.37	34.35	33.23	34.65	34.35	36.32	33.70	33.70	34.02	34.65	33.70	34.03	34.35	100.00	34.45	34.15	82.16	82.16	32.97	32.97	32.03	34.04	30.63	30.63	34.07	34.07	34.07	34.07	34.07	34.07	34.65	61.89	34.15	34.65	33.54	34.35	34.35	78.95	33.84	34.76	79.53	34.35	34.15	34.35	34.76	34.07	34.07	34.07	34.07	34.07	34.07	34.07	34.07	34.65	34.15	61.89	34.04	69.73	37.42	32.54	34.04	28.44	33.84	80.12	36.59	35.02	33.70	33.70	33.70	34.03	34.65	34.15	34.13	59.47	34.95	59.76	34.65	33.70	33.68	34.65	35.98	36.33	34.04	34.15	34.65	55.16	71.56	78.07	55.16	34.76	33.70	34.65	76.90	34.15	34.35	71.64	34.76	33.33	34.03	34.35	34.35	34.15	34.15	34.15	34.15	33.33	33.45	34.35	34.15	79.82	34.35	34.35	34.45	35.37	79.53	33.33	33.33	34.35	33.33	34.35	80.99	34.48	34.15	33.33	32.93	78.65	34.65	60.24	33.54	34.65	61.72	35.65	34.45	34.43	34.43	34.95	63.86	33.84	33.70	33.70	34.65	57.57
XP_079064077.1	58.05	58.05	55.65	55.65	56.20	56.20	55.98	54.07	51.41	58.39	58.39	55.93	91.62	33.54	33.54	85.99	35.15	35.15	34.73	56.78	91.06	33.84	56.21	89.66	33.13	56.78	91.06	33.13	33.54	93.30	92.46	32.62	32.23	55.26	51.70	51.70	58.72	56.21	90.22	56.78	87.43	33.54	55.51	51.40	59.06	59.06	59.06	59.06	59.06	53.77	56.50	89.39	89.39	33.43	33.43	58.39	55.31	32.72	89.39	55.93	88.55	56.50	83.80	58.70	58.72	58.72	54.05	56.21	59.06	54.10	56.21	34.45	100.00	91.34	33.84	33.84	58.39	58.39	53.47	55.93	51.29	51.29	58.72	58.72	58.72	58.72	58.72	58.72	56.21	32.60	88.27	55.93	86.87	55.65	55.65	32.62	92.18	91.90	32.62	56.21	91.90	56.21	89.66	58.72	58.72	58.72	58.72	58.72	58.72	58.72	58.72	56.21	88.27	33.23	56.78	35.49	76.92	55.62	56.21	48.42	92.46	32.62	55.98	54.07	58.39	58.39	58.39	54.10	55.93	86.55	86.55	33.13	55.93	33.43	83.80	58.39	53.77	55.93	86.03	56.69	55.65	93.30	56.21	27.60	35.10	33.13	27.24	90.50	57.72	55.37	34.95	92.46	55.65	33.94	89.39	58.39	54.10	55.93	56.21	91.62	92.18	92.18	92.18	68.82	64.66	56.21	91.90	32.93	55.93	56.78	92.18	87.99	33.84	58.72	58.72	56.21	59.73	57.06	33.84	75.85	93.58	65.25	91.34	34.15	55.93	35.63	85.43	55.65	32.93	20.35	85.71	58.05	58.05	55.37	33.54	87.43	58.39	58.39	55.93	34.43
KAM9657203.1	57.38	57.38	54.24	54.24	55.04	55.04	54.83	52.96	50.35	57.05	57.05	53.95	97.21	33.54	33.54	85.99	35.76	35.76	35.33	54.80	92.74	32.93	54.52	92.74	33.74	55.37	92.18	34.04	33.84	92.74	92.74	32.32	31.93	54.14	50.34	50.34	58.05	54.80	89.94	55.08	89.66	33.54	54.37	50.00	57.72	57.72	57.72	57.72	57.72	52.79	54.52	91.62	91.62	33.43	33.43	57.72	53.91	33.33	90.50	54.52	90.78	55.08	84.08	58.70	57.38	57.38	53.07	54.24	57.72	53.11	54.24	34.15	91.34	100.00	33.84	33.84	57.38	57.38	52.57	54.24	50.43	50.43	57.38	57.38	57.38	57.38	57.38	57.38	54.24	32.29	89.94	55.08	89.94	54.24	54.52	33.23	92.74	93.30	32.01	54.80	93.02	54.80	91.06	57.38	57.38	57.38	57.38	57.38	57.38	57.38	57.38	54.24	89.94	32.60	55.37	35.49	78.06	55.00	54.80	47.56	93.85	33.23	54.83	52.96	57.05	57.05	57.05	53.11	53.95	87.11	87.11	33.43	54.52	33.73	84.36	57.72	52.79	54.52	87.15	55.99	54.24	92.74	54.80	26.62	33.65	32.23	26.28	91.34	57.72	54.52	34.35	92.18	54.52	33.33	89.39	57.72	53.11	54.52	54.80	93.30	93.30	93.30	93.30	69.58	65.72	54.80	94.97	32.93	54.80	55.37	94.41	89.94	34.45	58.05	58.05	54.80	59.06	55.65	33.84	75.00	93.58	64.89	93.30	34.15	54.52	35.63	86.55	54.80	32.93	22.12	87.11	57.05	57.05	53.95	32.92	89.11	57.38	57.38	54.24	35.03
KAM9656907.1	32.97	32.97	32.83	32.83	35.51	35.51	35.37	33.85	32.34	33.70	33.70	33.43	33.23	97.08	97.08	33.54	57.86	57.86	57.86	33.74	33.54	86.55	33.13	34.15	71.09	33.13	33.54	79.24	89.18	33.54	33.54	88.01	88.01	33.99	30.71	30.71	33.33	33.13	34.45	33.74	34.15	65.06	34.80	32.10	34.43	34.43	34.43	34.43	34.43	32.64	33.74	33.54	33.53	88.56	88.56	33.70	33.43	76.18	35.06	33.13	32.93	33.13	33.43	36.79	33.70	33.70	32.30	33.43	33.33	32.29	32.83	82.16	33.84	33.84	100.00	100.00	32.97	32.97	30.72	32.83	30.00	30.00	34.43	34.43	34.43	34.43	34.43	34.43	33.74	62.50	34.15	33.74	33.23	33.43	33.13	86.84	33.23	34.45	90.35	33.13	33.84	33.13	34.45	34.43	34.43	34.43	34.43	34.43	34.43	34.43	34.43	33.74	34.15	62.80	32.52	70.92	36.20	32.54	33.13	29.38	32.93	90.64	34.96	33.46	33.70	33.70	33.70	32.29	33.43	33.23	33.23	59.76	33.74	59.47	33.74	33.70	32.29	33.43	34.15	34.83	32.83	33.84	33.43	62.26	81.99	88.30	62.26	34.15	33.33	33.13	82.46	33.84	33.13	75.73	34.45	33.70	32.64	33.43	33.13	33.23	33.84	33.84	33.84	34.11	33.45	33.13	33.84	92.11	33.13	33.13	33.54	34.76	90.06	33.33	33.33	33.13	33.33	33.13	92.11	34.91	33.54	32.97	32.62	84.50	33.43	61.13	32.93	33.43	62.91	35.22	33.84	34.80	34.80	34.04	62.95	33.84	33.70	33.70	33.43	59.05
KAM9656906.1	32.97	32.97	32.83	32.83	35.51	35.51	35.37	33.85	32.34	33.70	33.70	33.43	33.23	97.08	96.66	33.54	57.86	57.86	57.86	33.74	33.54	86.55	33.13	34.15	71.09	33.13	33.54	79.24	89.18	33.54	33.54	88.01	88.01	33.99	30.71	30.71	33.33	33.13	34.45	33.74	34.15	65.06	34.80	32.10	34.43	34.43	34.43	34.43	34.43	32.64	33.74	33.54	31.32	88.60	87.50	33.70	33.43	76.18	35.06	33.13	32.93	33.13	33.43	36.79	33.70	33.70	32.30	33.43	33.33	32.29	32.83	82.16	33.84	33.84	100.00	100.00	32.97	32.97	30.72	32.83	30.00	30.00	34.43	34.43	34.43	34.43	34.43	34.43	33.74	62.50	34.15	33.74	33.23	33.43	33.13	86.84	33.23	34.45	90.35	33.13	33.84	33.13	34.45	34.43	34.43	34.43	34.43	34.43	34.43	34.43	34.43	33.74	34.15	62.80	32.52	70.92	36.20	32.54	33.13	29.38	32.93	90.64	34.96	33.46	33.70	33.70	33.70	32.29	33.43	33.23	32.18	59.76	33.74	59.47	33.74	33.70	32.29	33.43	34.15	34.83	32.83	33.84	33.43	60.55	73.86	88.30	60.55	34.15	33.33	33.13	82.46	33.84	33.13	75.73	34.45	33.70	32.64	33.43	33.13	33.23	33.84	33.84	33.84	32.53	32.06	33.13	33.84	92.11	33.13	33.13	33.54	34.76	90.06	33.33	33.33	33.13	33.33	33.13	92.11	33.08	33.54	31.63	32.62	84.50	33.43	61.13	32.93	33.43	62.91	32.13	33.84	34.80	34.80	34.04	62.95	33.84	33.70	33.70	33.43	59.05
KAM9629049.1	99.00	99.00	99.00	99.00	98.52	98.52	98.04	93.95	87.77	97.66	97.66	97.66	57.05	32.60	32.60	55.56	29.82	29.82	29.82	96.99	58.05	31.87	95.99	58.05	29.41	97.99	56.71	31.75	32.97	58.72	58.05	32.97	32.97	95.73	87.03	87.03	97.99	97.99	58.05	95.65	57.05	33.71	94.71	86.15	95.32	95.32	95.32	95.32	95.32	88.40	95.32	57.38	57.38	33.70	33.70	97.32	97.32	32.35	57.38	95.99	57.38	95.65	56.38	97.40	96.99	96.99	88.98	96.99	95.99	89.60	95.99	32.97	58.39	57.38	32.97	32.97	100.00	100.00	100.00	100.00	100.00	100.00	95.99	95.99	95.99	95.99	95.99	95.99	95.99	32.20	57.72	95.32	57.38	97.32	97.99	32.23	58.05	57.72	31.87	97.66	57.05	95.99	57.72	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	57.72	32.20	94.65	34.94	54.64	99.00	99.00	93.98	57.38	31.87	97.55	93.49	96.32	96.32	96.32	89.20	96.32	55.89	55.89	29.35	97.99	30.80	55.37	97.32	89.60	97.32	55.03	97.82	97.66	57.72	96.99	24.90	33.56	32.23	24.90	56.71	96.66	96.66	35.04	58.72	96.99	31.64	57.05	96.66	89.20	96.66	98.66	57.38	57.05	57.05	57.05	42.16	39.29	97.99	58.05	32.23	97.32	97.32	57.72	58.72	31.87	96.66	96.66	96.66	96.32	96.32	33.33	48.59	58.39	39.91	57.72	33.33	97.32	30.55	55.56	97.99	28.36	17.62	56.57	94.98	94.98	94.98	31.82	57.05	97.32	97.32	97.32	29.82
KAM9629048.1	99.00	99.00	99.00	99.00	98.52	98.52	98.04	93.95	87.77	97.66	97.66	97.66	57.05	32.60	32.60	55.56	29.82	29.82	29.82	96.99	58.05	31.87	95.99	58.05	29.41	97.99	56.71	31.75	32.97	58.72	58.05	32.97	32.97	95.73	87.03	87.03	97.99	97.99	58.05	95.65	57.05	33.71	94.71	86.15	95.32	95.32	95.32	95.32	95.32	88.40	95.32	57.38	57.38	33.70	33.70	97.32	97.32	32.35	57.38	95.99	57.38	95.65	56.38	97.40	96.99	96.99	88.98	96.99	95.99	89.60	95.99	32.97	58.39	57.38	32.97	32.97	100.00	100.00	100.00	100.00	100.00	100.00	95.99	95.99	95.99	95.99	95.99	95.99	95.99	32.20	57.72	95.32	57.38	97.32	97.99	32.23	58.05	57.72	31.87	97.66	57.05	95.99	57.72	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	57.72	32.20	94.65	34.94	54.64	99.00	99.00	93.98	57.38	31.87	97.55	93.49	96.32	96.32	96.32	89.20	96.32	55.89	55.89	29.35	97.99	30.80	55.37	97.32	89.60	97.32	55.03	97.82	97.66	57.72	96.99	24.90	33.56	32.23	24.90	56.71	96.66	96.66	35.04	58.72	96.99	31.64	57.05	96.66	89.20	96.66	98.66	57.38	57.05	57.05	57.05	42.16	39.29	97.99	58.05	32.23	97.32	97.32	57.72	58.72	31.87	96.66	96.66	96.66	96.32	96.32	33.33	48.59	58.39	39.91	57.72	33.33	97.32	30.55	55.56	97.99	28.36	17.62	56.57	94.98	94.98	94.98	31.82	57.05	97.32	97.32	97.32	29.82
KAM9629047.1	99.00	99.00	92.17	92.17	88.98	88.98	88.61	85.48	80.53	97.66	97.66	90.96	52.27	30.39	30.39	50.91	27.60	27.60	27.60	90.36	53.17	29.74	89.16	53.17	27.63	91.27	51.96	29.97	30.72	53.78	53.17	31.05	31.05	86.89	80.15	80.15	97.99	91.27	53.17	89.16	52.57	31.31	85.89	79.17	95.32	95.32	95.32	95.32	95.32	81.63	88.86	52.87	52.87	31.70	31.70	97.32	90.66	29.84	52.57	89.46	52.87	89.16	51.66	97.40	96.99	96.99	82.23	90.36	95.99	82.33	89.16	32.03	53.47	52.57	30.72	30.72	100.00	100.00	100.00	93.07	95.36	95.36	95.99	95.99	95.99	95.99	95.99	95.99	89.46	30.30	53.47	88.86	52.57	90.66	91.27	30.39	53.17	52.87	30.07	90.96	52.27	89.46	52.87	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	89.46	53.47	30.30	88.25	32.45	50.00	95.91	92.17	86.81	52.57	30.07	88.19	85.08	96.32	96.32	96.32	82.33	89.76	51.21	51.21	27.18	91.27	29.13	50.76	97.32	82.69	90.66	50.76	89.31	90.96	52.87	90.36	23.43	29.67	30.07	23.43	51.96	96.66	90.06	32.25	53.78	90.36	29.87	52.57	96.66	82.33	90.06	91.87	52.57	52.27	52.27	52.27	37.55	35.41	91.27	53.17	30.39	90.66	90.66	52.87	54.08	30.07	96.66	96.66	90.06	96.32	89.76	31.05	42.38	53.47	35.94	52.87	31.05	90.66	28.57	50.91	91.27	26.62	17.62	51.82	94.98	94.98	88.55	30.64	52.87	97.32	97.32	90.66	27.92
KAM9629046.1	99.00	99.00	99.15	99.15	98.46	98.46	98.08	94.83	89.82	97.66	97.66	97.75	53.95	32.52	32.52	52.69	29.61	29.61	29.61	97.18	54.80	32.22	96.34	55.37	29.36	98.31	53.67	31.21	32.52	55.37	54.80	32.83	32.83	96.25	89.15	89.15	97.99	98.03	54.80	96.34	53.95	33.44	95.08	88.15	95.32	95.32	95.32	95.32	95.32	89.87	95.49	54.24	54.24	33.13	33.13	97.32	97.75	31.40	53.95	96.34	54.52	96.06	53.39	97.40	96.99	96.99	90.97	97.46	95.99	91.18	96.34	34.04	55.93	54.24	32.83	32.83	100.00	100.00	93.07	100.00	91.62	91.62	95.99	95.99	95.99	95.99	95.99	95.99	96.06	32.19	55.08	96.06	54.24	97.75	98.31	32.22	55.08	54.52	32.22	97.75	53.95	96.62	54.52	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	96.06	55.08	32.19	95.21	34.15	53.03	95.02	98.87	82.95	54.52	31.91	98.08	94.83	96.32	96.32	96.32	91.18	96.90	52.97	52.97	29.82	98.31	30.42	52.54	97.32	91.50	97.75	52.54	97.89	97.75	54.52	97.46	26.54	33.66	32.52	26.54	53.67	96.66	97.18	34.55	55.65	97.46	31.72	54.24	96.66	91.18	97.18	98.87	54.24	53.95	53.95	53.95	41.15	38.93	98.31	55.08	32.52	97.75	97.75	54.80	56.21	31.91	96.66	96.66	97.18	96.32	96.90	32.83	45.92	55.08	39.43	54.52	32.52	97.75	30.51	52.69	98.03	29.00	17.62	53.54	94.98	94.98	94.93	31.56	54.52	97.32	97.32	97.46	29.31
KAM9629045.1	99.00	99.00	90.75	90.75	87.20	87.20	86.85	83.97	79.35	97.66	97.66	89.60	50.14	29.69	29.69	48.85	26.71	26.71	25.98	89.02	51.00	29.06	87.86	51.00	26.96	89.88	48.48	29.28	30.00	51.29	51.00	30.00	29.48	84.88	78.67	78.67	97.99	89.60	50.72	87.86	50.14	30.87	84.31	78.06	95.32	95.32	95.32	95.32	95.32	80.47	87.57	50.72	50.72	29.79	29.79	97.32	83.65	29.15	50.43	88.15	50.72	87.86	49.57	97.40	96.99	96.99	81.06	89.02	95.99	81.14	87.86	30.63	51.29	50.43	30.00	30.00	100.00	100.00	95.36	91.62	100.00	99.46	95.99	95.99	95.99	95.99	95.99	95.99	88.15	29.58	51.29	87.57	50.43	89.31	89.88	29.38	51.00	51.00	29.06	89.60	50.14	88.15	50.43	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	88.15	51.29	29.58	86.71	31.96	47.95	95.02	90.46	80.61	50.43	29.06	86.45	83.59	96.32	96.32	96.32	81.14	88.44	49.14	49.14	25.90	89.88	27.03	48.71	97.32	81.48	89.31	48.42	87.68	89.60	50.72	89.02	23.00	27.35	28.53	22.63	49.86	96.66	88.73	31.78	51.58	89.02	29.50	50.14	96.66	81.14	88.73	90.46	50.43	50.14	50.14	50.14	35.69	33.82	89.88	51.00	29.38	89.31	89.31	50.72	51.86	29.06	96.66	96.66	88.73	96.32	88.44	30.31	39.47	51.00	33.94	50.72	30.31	89.31	26.89	48.85	89.88	25.38	17.62	49.71	94.98	94.98	87.28	29.90	50.72	97.32	97.32	89.31	25.98
KAM9629044.1	99.00	99.00	90.75	90.75	87.20	87.20	86.85	83.97	79.35	97.66	97.66	89.60	50.14	29.69	29.69	48.85	26.71	26.71	25.98	89.02	51.00	29.06	87.86	51.00	26.96	89.88	45.85	29.28	30.00	51.29	51.00	30.00	29.48	84.88	78.67	78.67	97.99	89.60	50.72	87.86	50.14	30.87	84.31	78.06	95.32	95.32	95.32	95.32	95.32	80.47	87.57	50.72	50.72	29.79	29.79	97.32	80.05	29.15	50.43	88.15	50.72	87.86	49.57	97.40	96.99	96.99	81.06	89.02	95.99	81.14	87.86	30.63	51.29	50.43	30.00	30.00	100.00	100.00	95.36	91.62	99.46	100.00	95.99	95.99	95.99	95.99	95.99	95.99	88.15	29.58	51.29	87.57	50.43	89.31	89.88	29.38	51.00	51.00	29.06	89.60	50.14	88.15	50.43	95.99	95.99	95.99	95.99	95.99	95.99	95.99	95.99	88.15	51.29	29.58	86.71	31.96	47.95	95.02	90.46	78.46	50.43	29.06	86.45	83.59	96.32	96.32	96.32	81.14	88.44	49.14	49.14	25.90	89.88	27.03	48.71	97.32	81.48	89.31	48.42	87.68	89.60	50.72	89.02	23.00	27.24	28.38	22.86	49.86	96.66	88.73	31.78	51.58	89.02	29.50	50.14	96.66	81.14	88.73	90.46	50.43	50.14	50.14	50.14	35.69	33.82	89.88	51.00	29.38	89.31	89.31	50.72	51.86	29.06	96.66	96.66	88.73	96.32	88.44	30.31	39.47	51.00	33.94	50.72	30.31	89.31	26.89	48.85	89.88	25.38	17.62	49.71	94.98	94.98	87.28	29.90	50.72	97.32	97.32	89.31	25.98
KAM9549035.1	95.99	95.99	95.99	95.99	96.55	96.55	96.08	92.09	86.03	95.99	95.99	95.99	57.05	34.07	34.07	55.89	30.18	30.18	30.18	95.32	58.39	33.33	93.65	57.72	30.15	95.65	56.71	33.21	34.07	58.72	58.05	34.43	34.43	92.89	84.52	84.52	95.99	95.99	58.05	93.65	57.05	34.09	95.67	86.58	97.99	97.99	97.99	97.99	97.99	90.40	97.99	57.05	57.05	35.16	35.16	95.32	95.32	32.72	57.72	93.98	57.38	93.65	56.71	95.67	95.32	95.32	87.80	95.32	94.31	88.40	94.31	34.07	58.72	57.38	34.43	34.43	95.99	95.99	95.99	95.99	95.99	95.99	100.00	100.00	100.00	100.00	100.00	100.00	100.00	33.33	57.72	94.31	57.72	94.98	95.99	33.70	58.05	57.72	32.60	95.32	57.05	93.65	57.72	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	100.00	57.72	32.95	92.98	34.94	54.98	96.66	96.66	91.64	57.38	33.33	95.59	91.63	95.32	95.32	95.32	88.00	95.32	56.23	56.23	29.71	96.32	30.07	55.70	94.65	87.20	94.65	55.37	96.51	95.99	57.72	95.32	25.30	34.23	33.70	25.30	56.71	94.98	94.98	35.40	58.72	94.65	32.73	57.05	93.65	86.40	93.65	96.32	57.38	57.38	57.38	57.38	41.67	38.84	95.65	58.05	33.70	94.31	95.32	57.72	58.39	33.33	94.31	94.31	94.31	94.65	94.65	34.43	48.02	58.39	39.46	57.72	34.07	95.65	30.18	55.89	96.32	28.73	17.62	56.90	99.00	99.00	99.00	32.20	57.05	95.65	95.65	95.65	30.18
